Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Fiji,FJI,..,61.23156579,81.00252773,82.68858388,84.2626355,85.3578225,88.67041746,91.20191028,93.82187488,91.74966745,99.25741181,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Faroe Islands,FRO,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Ethiopia,ETH,..,1.721933056,22.21539808,9.590688683,23.52542073,24.27036926,12.00607575,15.49694664,32.36383526,30.97068631,32.65367232,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Eswatini,SWZ,..,..,39.79189828,46.02438803,49.52722311,52.80160873,59.27684648,59.78346879,63.47611982,67.40877301,70.18458263,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Estonia,EST,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Eritrea,ERI,..,11.14267288,19.11580596,20.34265952,22.27050575,24.19981821,26.20182803,28.25755374,30.3507773,32.46564977,34.58702866,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Equatorial Guinea,GNQ,..,..,..,10.05383143,7.647158595,7.206218851,6.897772584,6.700125869,6.601195388,6.58208796,6.609482573,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,El Salvador,SLV,..,67.91776601,81.55564789,83.40627598,85.15153422,89.25760309,89.23332099,89.41914383,90.26413262,91.34116605,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,"Egypt, Arab Rep.",EGY,..,96.3533119,98.7593891,99.21791785,99.8258394,99.62462665,99.72505554,99.44955868,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Ecuador,ECU,..,85.06354427,93.67670298,91.9487327,93.05280471,95.4451384,97.50285325,97.0184028,96.78349147,97.79796324,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Dominican Republic,DOM,..,76.15837269,93.58837005,92.48681862,92.27649478,93.4419887,93.63989389,93.91660825,95.03713315,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Dominica,DMA,..,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Djibouti,DJI,..,55.70574145,29.19202013,26.49147449,22.06688628,21.64749968,20.09252522,22.13929012,23.87596016,26.29509433,23.83282992,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Denmark,DNK,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Czech Republic,CZE,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Cyprus,CYP,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Curacao,CUW,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Cuba,CUB,..,87.84293008,91.76701811,92.46403661,93.39358732,94.56688894,95.96833457,97.59200933,99.36481248,99.68879975,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Croatia,HRV,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Cote d'Ivoire,CIV,13.57281971,23.1861496,32.45560074,33.47032547,29,35.51841354,36.54494476,39.22569091,36.7315388,30.74847809,32.9375264,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Costa Rica,CRI,..,..,97.09039727,97.2660617,98.1407669,98.43602522,98.26869653,97.68201702,98.45259355,98.86716406,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,"Congo, Rep.",COG,..,..,11.86784399,13.55066299,10.61778492,17.30647058,17.01672951,24.0686042,19.26791038,19.90496713,20.1895811,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Comoros,COM,..,30.12680976,64.0390881,63.44717954,63.11801317,63.12486382,65.84665877,68.60521923,71.38880886,74.1857654,76.98634742,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Colombia,COL,71.68682168,83.27282639,86.23689145,85.50323587,87.07796847,90.0737705,89.89214922,91.7902476,92.76199455,92.74033924,99.66937437,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,China,CHN,..,95.1766207,99.40914641,99.74616989,99.94791418,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Chile,CHL,59.4583103,86.54576942,97.12941689,97.76864595,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Chad,TCD,0.01,0.277649205,3.046523267,1.750245992,1.9776182,2.254817888,2.388355894,0.522862551,2.854659887,2.549905074,2.745510595,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Central African Republic,CAF,..,0.205765377,0.184799749,2.717127616,4.764999719,6.576231255,8.440797498,10.60398446,12.78267321,14.66108392,16.31860095,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Cayman Islands,CYM,..,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Canada,CAN,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Cameroon,CMR,..,9.221453678,16.85826036,16.84191989,17.70690906,18.9630391,18.80194461,20.48955607,21.32108601,22.17576825,23.03357378,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Cambodia,KHM,..,6.555239587,15.77243821,36.28962522,39.96204411,43.79017769,44.72675374,60.60908573,70.04130893,86.08934338,88.9712764,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Cabo Verde,CPV,..,..,65.68363736,62.42909927,67.4421878,71.94077721,76.58705197,81.42620089,86.4390035,91.60334595,96.90005836,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Burundi,BDI,..,..,0.095590263,0.474854756,..,0.998025157,0.980125763,1.934356396,2.661235113,1.658407409,3.435183756,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Burkina Faso,BFA,..,2.192627644,1.52984106,1.859907439,1.566998592,0.919345853,4.749874698,..,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Bulgaria,BGR,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Brunei Darussalam,BRN,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,British Virgin Islands,VGB,90.89330059,94.31052328,98.08063776,98.48165383,98.7376595,98.79220437,98.93869965,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Brazil,BRA,58.94843202,71.89311207,93.46784538,96.19058743,97.22181347,97.50203345,97.91007704,98.23240924,98.46712998,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Botswana,BWA,..,14.40562038,26.74035648,25.15604298,23.2126289,22.36659945,24.93351119,25.70219167,26.46432319,27.19409316,27.88261115,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Bosnia and Herzegovina,BIH,..,..,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Bolivia,BOL,..,28.16741634,66.75855148,66.64757656,72.16988359,68.51673362,70.29286127,74.33850134,74.86945541,74.8204366,85.95951104,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Bhutan,BTN,..,8.796472079,59.39781366,72.02013098,86.86994848,80.23282949,86.36924414,92.78176987,99.41699444,96.76015566,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Bermuda,BMU,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Benin,BEN,..,5.345452739,10.57370112,13.62363202,14.55077982,14.39201404,16.22601346,15.61817438,16.52022208,17.19218768,18.33402761,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Belize,BLZ,..,65.69705789,84.0689162,87.85714818,87.68996447,89.72320179,91.82479661,87.55832538,96.17301859,98.39008054,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Belgium,BEL,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Belarus,BLR,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Barbados,BRB,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Bangladesh,BGD,..,16.81052202,39.99789779,45.70708841,49.78223244,48.58776293,48.12119913,62.35690504,66.14364753,81.57102994,78.26703072,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Bahrain,BHR,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,"Bahamas, The",BHS,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Azerbaijan,AZE,..,98.0660884,99.88851802,99.9,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Austria,AUT,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Australia,AUS,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Aruba,ABW,..,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Armenia,ARM,..,98.5339728,99.97352293,99.72131823,99.76675838,99.71771402,99.88419814,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Argentina,ARG,..,..,90.19592074,92.93182303,94.68142295,94.19935897,100,98.1367605,99.69112008,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Antigua and Barbuda,ATG,..,..,97.96861249,92.67438516,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Angola,AGO,..,..,..,..,..,..,0.019294125,3.815070299,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Andorra,AND,100,100,100,100,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Algeria,DZA,..,..,97.43410012,97.56395713,97.67373249,98.5730721,99.47906423,99.76456493,99.96514232,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Albania,ALB,..,..,..,..,100,100,100,100,100,100,100,..
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Afghanistan,AFG,..,..,30.21880025,29.57288077,60.84915676,61.28219864,86.50051191,64.57335394,97.0993598,97.09197324,98.27287218,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Zimbabwe,ZWE,..,85.40592194,85.16268158,83.2,85.22154236,85.24525452,83.4,81.2,85.30105591,85.31710052,85.33301544,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Zambia,ZMB,34.7,44.1,49.8,59.16358566,60.4148941,61.66236877,61.5,67.7,70.57538605,75.2,77.2454834,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,"Yemen, Rep.",YEM,..,91.87208557,100,99.88391876,99.25909424,98.5,95.92,97.00197601,97.36888885,97.73503876,85,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,West Bank and Gaza,PSE,..,99.9,99.9,99.94,99.92956543,99.95889282,99.8,99.99789429,100,99.9,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Virgin Islands (U.S.),VIR,99.89868927,99.97096252,99.9330368,99.97090912,99.99215698,99.99905396,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Vietnam,VNM,..,98.98090363,99.6835022,100,99.93053436,99.97096252,99.9,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,"Venezuela, RB",VEN,..,99.9,100,100,100,100,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Vanuatu,VUT,..,77.87278748,82.3,85.62537384,86.37696838,86.2,87.96734619,89.47292328,91.4,92.4210434,93.67712402,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Uzbekistan,UZB,..,99.82952118,100,100,100,100,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Uruguay,URY,..,99.33749,99.51202393,99.43,99.8028717,99.752604,99.778072,99.806205,99.8,99.99584961,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,United States,USA,99.90289307,99.97065735,99.92877197,99.96760559,99.99061584,99.99874115,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,United Kingdom,GBR,99.89868927,99.97096252,99.9330368,99.97090912,99.99215698,99.99905396,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,United Arab Emirates,ARE,99.90260315,99.97067261,99.92906952,99.96783447,99.99072266,99.99876404,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Ukraine,UKR,..,..,99.92262268,99.96307373,99.91589571,99.99832153,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Uganda,UGA,..,41.48088074,48,55.4,52.22513962,52.91676712,51.4,51.9,57.5,56.37870407,57.5,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Tuvalu,TUV,..,..,98.34664154,98.66831207,98.81656805,99.30029297,99.61129761,99.82910156,99.95571136,99.99500275,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Turks and Caicos Islands,TCA,99.31136322,99.61841583,99.77198792,99.93052673,99.96828461,99.97772217,99.98779297,99.99835205,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Turkmenistan,TKM,..,99.7,100,99.98583984,99.99842834,100,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Turkey,TUR,..,..,100,99.98329163,99.99665833,100,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Tunisia,TUN,..,99.73231506,99.93,99.79173342,99.93619537,99.96060181,99.98809052,99.9,100,100,99.9,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Trinidad and Tobago,TTO,..,100,99.92285919,99.96040344,99.98657227,99.99784088,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Tonga,TON,..,96.64041901,97.6134491,97.32290926,97.7,98.06089783,98.20317078,98.34314728,98.63,98.78591919,98.87104797,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Togo,TGO,..,38.50896861,66.50394292,77.9,76.64955902,79.07037354,83.2,84.16233063,86.8963089,88.8,91.87447357,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Timor-Leste,TLS,..,..,83.4,87.63285828,89.27069855,90.9616394,93.09953308,95.49525452,98.4,99.20597076,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Thailand,THA,..,99.9,100,99.85915375,99.44981977,99.80185699,99.82260132,99.7,99.91749573,99.9,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Tanzania,TZA,..,33.50989151,46.2,42.9,46.4,50.3,53.6,58.46806335,65.3,65.19852448,68.34577942,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Tajikistan,TJK,..,99.69512195,99.3680954,99.37713623,99.8,99.38384247,99.38221741,98.5,99.37281799,99.2,99.2,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Syrian Arab Republic,SYR,..,..,100,100,100,100,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Switzerland,CHE,99.89868927,99.97096252,99.9330368,99.97090912,99.99215698,99.99905396,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Sweden,SWE,99.89868927,99.97096252,99.9330368,99.97090912,99.99215698,99.99905396,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Suriname,SUR,..,97.74876404,97.197733,97.90598297,98.02908325,98.07854462,98.12425232,98.42778778,98.79040527,98.97181702,99,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Sudan,SDN,66.1,66.26218414,69.48794556,71.56949615,73.46084595,75.06626129,76.3,78.52741241,80.44598389,82.18334961,83.79334259,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,St. Vincent and the Grenadines,VCT,..,86.65753937,92.6953125,93.3547287,94.01037598,94.66218567,95.31093597,95.9573822,96.60229492,97.2464447,97.89046478,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,St. Martin (French part),MAF,..,..,84.59,95.61341858,96.5005722,97.38389587,98.2641449,99.24112701,99.69439697,99.95256805,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,St. Lucia,LCA,..,..,95.08876801,95.1311264,94.11764706,95.20448303,95.23617554,95.74105072,96.50065613,97.07904816,97.53007507,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,St. Kitts and Nevis,KNA,..,..,99.61740112,99.85346985,99.93255615,99.95532227,99.92150879,99.97581482,99.99648285,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Sri Lanka,LKA,..,..,95.6,96.83,97.31315613,98,97.95723724,98.53522491,99,99.76541901,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Spain,ESP,99.89868927,99.97096252,99.9330368,99.97090912,99.99215698,99.99905396,100,100,100,100,100,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Sudan,SSD,..,..,4,14.83908176,16.83795166,20.69605255,25.78146744,31.12471008,36.52703476,41.74815369,46.84190369,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Africa,ZAF,..,86.07794189,91.97966003,91.4,90.13669586,90.28805542,90.64492035,90.99947357,91.35250092,91.70476532,92.0568924,..
